id,file_path,split,accent,language_label,duration_s,sample_rate,channels,bytes
d9a8b4d406ae5eb4e591545533e73b07be5f8f77,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1018).wav,train,andhra_pradesh,telugu,3.22,48000,1,618284
f678c61a4ceb36d22577cb319fcc22345f09e3b4,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1019).wav,train,andhra_pradesh,telugu,2.66,48000,1,510764
4c0a6718ce136bfbc903d41b1ed77091e6ac5400,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1020).wav,train,andhra_pradesh,telugu,2.28,48000,1,437804
42a92726850ea921e350919991cb5962aa39c9fd,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1022).wav,train,andhra_pradesh,telugu,4.5,48000,1,864044
604a7e68d6ef61dfba90cb37f9666478a807738c,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1023).wav,train,andhra_pradesh,telugu,4.4,48000,2,844844
86125318cd199a061ac78cb1389f6b807b415108,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1024).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
1d15ccfdb5994f4b42e288843d710f3db41dd8f8,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1025).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
948adcb009c839509d00aab386e1c64ef2c70ef7,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1026).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
d4288eb620e3d51ec95010f35927ae6311acd145,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1028).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
85a693ed608eaff80e4082c2f2cd880785d08296,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1029).wav,train,andhra_pradesh,telugu,6.0,48000,2,1152044
f7760c2cbf9516ea3ad9cc2b874ef01441b0498d,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1030).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
8e1cef8726489359feb0cb38c38ecb0a674e44c2,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1031).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
25fe2ebda3a67f877f3b3339483ddaff59bee13d,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1033).wav,train,andhra_pradesh,telugu,3.8,48000,2,729644
31a97738e2375d632d0278cc21daf5e85239abc6,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1034).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
99ca70db66a328adea70c01856d2d819105ffc8f,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1035).wav,train,andhra_pradesh,telugu,6.2,48000,2,1190444
0a92792e8822ba4d77f999f7d91e5efee0ebec9e,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1036).wav,train,andhra_pradesh,telugu,4.4,48000,2,844844
6f13f10f983db168623433f28fc4dd78a36b9156,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1037).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
8d21332803cb93f70d5ec19cc888f802afd492bc,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1038).wav,train,andhra_pradesh,telugu,5.6,48000,2,1075244
fd52ef7758a2dc349b8d2dd9ca31156592411681,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1039).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
33d6e44b1801abee34fffc4cf7ab00e3e6fb63b5,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (104).wav,train,andhra_pradesh,telugu,2.5,44100,1,220544
9e245a6b6a6f524aeb25363f381c436971210097,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1040).wav,train,andhra_pradesh,telugu,4.2,48000,2,806444
0cf7733b6fe5fac515934f6293050f0dc1443c34,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1041).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
646b601b62a4fc985824f5fddd7d3f4ad2a1991a,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1042).wav,train,andhra_pradesh,telugu,6.2,48000,2,1190444
dc6c3049b0883228159d831841801bd65d2be0d5,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1043).wav,train,andhra_pradesh,telugu,3.6,48000,2,691244
2dbcd8ec65ce75cefd54f1c9a43f3114b6f12f6d,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1044).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
1d4c97f31125e2a4d4703e7921d260b70f00244e,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1045).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
9751427a8ca971ec47c725b068926300d2ea5951,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1046).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
ea518a52c9f2b14a324a3224adcd7edd6d2a81fe,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1047).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
22a9059ffed7ecc3fa2e68642121b005813882b5,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1048).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
84b7c4d9082d2f8d575c46456c51daab5e55b08f,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1049).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
c4b8e5a782d296f9b5a9a9a45def65e6fd356c9a,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1050).wav,train,andhra_pradesh,telugu,4.2,48000,2,806444
4014fd0c307a7e03ebccbf9b8f4934147d4f65bc,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1051).wav,train,andhra_pradesh,telugu,5.0,48000,2,960044
967d006b81300d1e2ea494ae4de130026b17979b,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1052).wav,train,andhra_pradesh,telugu,12.6,48000,2,2419244
f36a655377b2c8882c8b4bafc4dcce5780e0a1ca,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1054).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
7172e91b7903eb05c8f6735b9149bbe674031cc7,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1056).wav,train,andhra_pradesh,telugu,0.8,48000,2,153644
14f840c3a640b4e79f7f34ce9c1df0f42c0e80f3,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1057).wav,train,andhra_pradesh,telugu,3.4,48000,2,652844
5bce6e9174bf2dbde11b52ed0157cab30f39a050,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (106).wav,train,andhra_pradesh,telugu,8.22,44100,1,725048
2ad18b692fc13e95ce79b68963abdd626b6ec788,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1060).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
d61db4506d84e604cdccaabcc1b2c23813388793,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1061).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
373f08b6148e48224bcdecd3cb5005d2383c9a8b,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1062).wav,train,andhra_pradesh,telugu,5.0,48000,2,960044
73e6c7dd3d08fa8b914a6620f13617999ae52ca5,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1063).wav,train,andhra_pradesh,telugu,6.2,48000,2,1190444
d6dd0d736509907d22e3f3fffa65b6a2e01c5565,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1065).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
d53659d0e54456f9f8f67ae83068904425d73b97,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1066).wav,train,andhra_pradesh,telugu,5.0,48000,2,960044
e2dd71fe89456813b152815618995f19227feac0,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1067).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
a66d9e8789df3c4643ee30b503599773c66821f9,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1068).wav,train,andhra_pradesh,telugu,5.6,48000,2,1075244
6c7263f6a7161a3ae2f6f033cb8ccdf2664420c8,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (107).wav,train,andhra_pradesh,telugu,3.38,44100,1,298160
a959fabded871b78da99d7e6d877fa79c1868f6c,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1071).wav,train,andhra_pradesh,telugu,4.4,48000,2,844844
3744ff2f428ad181b996a4dc9b1c63035457ae87,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1072).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
e0315e7d29785df876e46bafbb67383908140d41,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1073).wav,train,andhra_pradesh,telugu,4.4,48000,2,844844
9b1b8f4887ef266c569451096e4d99cd27a3442f,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1074).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
6fa2bc49d22810d86807aecacd44e48b5b84ed39,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1075).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
decb150a19bcacc9f26dcadc108d4e5b4ce01e13,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1076).wav,train,andhra_pradesh,telugu,5.0,48000,2,960044
9434c8015af0aea8b0fb27d62d62e7c0984efd8f,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1077).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
c9bad7c5b81c9cfb66d155792425b7e971bf81a2,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1078).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
1a4f468354866ab59c0eb76fb8a741bc4d38239b,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1079).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
d44248a61340fb103f04d3edfa4b3cd42886c210,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (108).wav,train,andhra_pradesh,telugu,2.24,44100,1,197612
04906ee4114eb13b9b782321618607480133c7c7,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1080).wav,train,andhra_pradesh,telugu,5.8,48000,2,1113644
a34a27949e19ddb4341b296fa416b45f6b17f3d5,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1081).wav,train,andhra_pradesh,telugu,4.2,48000,2,806444
b695e33069d44f201902df049d98642da13907d0,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1082).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
38a402ae9fed9778dafc6e3365a99182e56c80f3,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1083).wav,train,andhra_pradesh,telugu,14.2,48000,2,2726444
ef78c9fdbab86d8de58a656cf4377252132ef96c,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1088).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
3a147ba05f30fdcbff3fb439559671fc5f5f5a94,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (109).wav,train,andhra_pradesh,telugu,2.4,44100,1,211724
8516c7283a77668a3a54884f15a9ecc6d30c55dd,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1090).wav,train,andhra_pradesh,telugu,3.0,48000,2,576044
5c6bfe14d0d1b53b42de19f9db0fb68b41237e3f,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1092).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
e498c51d579bd22bd0960d0d2f19cf55ab30472e,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1093).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
13003362d0e0fb806b77f99b6bc32ba3af0d564c,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1094).wav,train,andhra_pradesh,telugu,4.2,48000,2,806444
d463ab5ec326ff4b5a72e863d060f09f54ce58d6,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1095).wav,train,andhra_pradesh,telugu,2.4,48000,2,460844
eeaa56ff443cb12fd1c3b9cd9e1d46e897a986c4,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1096).wav,train,andhra_pradesh,telugu,3.4,48000,2,652844
27062a2fef0de04a024ef4bcb82d303bcf890734,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1098).wav,train,andhra_pradesh,telugu,5.0,48000,2,960044
6ad33875cd64f78bf1658d9184f65506d7d09273,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1099).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
807535ee7a0d55d5fa2b5c7af3e56b4fd51575cb,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (11).wav,train,andhra_pradesh,telugu,2.44,44100,1,215252
dafa3a7bc6b40c55d52a07da54b7ae0ee6c8e559,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1100).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
1a45e1bb40a0865abf99e6d002098f0347c58f41,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1101).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
73d27b1099a2720b08c18b0df418b80c8b246972,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1102).wav,train,andhra_pradesh,telugu,6.4,48000,2,1228844
e077bd4f40c517087a15799c29544f175c895375,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1103).wav,train,andhra_pradesh,telugu,3.6,48000,2,691244
559dc0d0748c15baac143152ce29d2d8b2d2db40,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1104).wav,train,andhra_pradesh,telugu,6.0,48000,2,1152044
b6e4d7fa7a714de67158c3add9b667265b9c7962,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1105).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
b5ba46bc453694eeb57d82b7ed632a88dddb0c0f,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1106).wav,train,andhra_pradesh,telugu,6.8,48000,2,1305644
5718a909e22ab9ca903a20fef202207b8bf95341,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1107).wav,train,andhra_pradesh,telugu,0.6,48000,2,115244
96f0f8b1e7a4fd99468413a6b78c3d6fd29749cc,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1108).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
7d27884b094571147e5dcfdb6e215507ea18ec6d,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1109).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
e5b845cfff7432bf567fa95863800e6ff873812e,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1111).wav,train,andhra_pradesh,telugu,5.0,48000,2,960044
4da1c0516ec7163f84c9faf4875b989ca69c5857,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1113).wav,train,andhra_pradesh,telugu,5.8,48000,2,1113644
bcc067e5a949ecd2509133c038a23b8de151a462,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1114).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
3ce5e5db1929fd2fa38ba59d379effda0c639c19,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1116).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
85842bc05b92beb0a106ada7ce53bdf605651e47,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1117).wav,train,andhra_pradesh,telugu,14.0,48000,2,2688044
782953e6fa63d15cd19c3fdb5a708919b7ae9df4,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1118).wav,train,andhra_pradesh,telugu,4.0,48000,2,768044
73139260b9522a5c19b25ec64ff91031a9df2e6b,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (112).wav,train,andhra_pradesh,telugu,3.06,44100,1,269936
cfe25300d898293167eb5e6172b8dd0dbaa23488,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1120).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
0790d372e2915da6cab20b244f87e74e14b32c2d,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1121).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
22ea6aafafe835c2a238a47443731b5389512cc1,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1122).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
dc0c16a4a94474e4a6a967dd68c4c08089449b9f,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1123).wav,train,andhra_pradesh,telugu,5.0,48000,2,960044
f429342799b66d2e58230b220d435b2903520e4b,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1124).wav,train,andhra_pradesh,telugu,0.6,48000,2,115244
e6e6c1c314447a087f6c54592a4e54e054693e80,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1125).wav,train,andhra_pradesh,telugu,4.2,48000,2,806444
40f4b6e61762e8f85a5636ae0d880451b0c160b7,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1126).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
83aa5d5c07e3c09a485cce12f1a612fcefb632e1,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1128).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
94e141a0ec4127ea7737202ee1a5fae57508f258,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1129).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
056194eccb7ff76589c34a06e7ffc6c87aefd0cc,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1133).wav,train,andhra_pradesh,telugu,5.8,48000,2,1113644
1d2bce31a354b38606f02ad0751b5e0800a9337f,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1134).wav,train,andhra_pradesh,telugu,5.2,48000,2,998444
14341a30ca387a708c4022f5f1a8a868f45929ef,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1136).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
d357556fb400f5a4be4040a0a7e762b1f00e9a9e,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1137).wav,train,andhra_pradesh,telugu,5.6,48000,2,1075244
11cdb2215f852b38d6bc6d5f06419e01361b784f,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1138).wav,train,andhra_pradesh,telugu,5.0,48000,2,960044
cf647bd4a1ff86f0c565228dfde22eb0c51076a7,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1139).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
51ff4f83df458342fcab932b7a57781b62d03c82,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (114).wav,train,andhra_pradesh,telugu,3.18,44100,1,280520
ae0f4535dd14f1313abe9bfce2c7013b49ce7e7b,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1142).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
285156b139a7203159ca19fb775e061c71d87c25,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1143).wav,train,andhra_pradesh,telugu,5.4,48000,2,1036844
64906692322734256670d767f30d49a28c5c972e,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1145).wav,train,andhra_pradesh,telugu,4.4,48000,2,844844
2ca62170a3b253a387756e367c09018340be8ead,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1146).wav,train,andhra_pradesh,telugu,4.8,48000,2,921644
afbf1acfbf076eac5a96bf4d221a5d967c5fa349,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1147).wav,train,andhra_pradesh,telugu,5.6,48000,2,1075244
451f034d4465936537219c5493a667c7546dabd4,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1149).wav,train,andhra_pradesh,telugu,5.8,48000,2,1113644
14a6fcbffa47fef68588b18cdf855eac8e234339,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (115).wav,train,andhra_pradesh,telugu,2.32,44100,1,204668
53549e516baa9f61e8363bfc9383aaedd043d7e3,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1150).wav,train,andhra_pradesh,telugu,4.4,48000,2,844844
abd943c9ae1412d5227d9e4d62ed1c69deff20e7,D:\Savio Shaju\IIITH\Project\IndicAccentDB_split\train\andhra_pradesh\Andhra_speaker (1151).wav,train,andhra_pradesh,telugu,4.6,48000,2,883244
